repatri_case_id,site,created_at,mes,case_result,cust_id,payment_id,monto_ars,product_type,product_method,banco_origen,tiene_adjunto,tiene_denuncia,tipo_fraude,ai_response
2389876,MLA,2026-05-06,5,NO_BALANCE,2557716468,157636467056,1000000,bank_transfer,cvu,,SI,SI,phishing whatsapp,"{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""phishing whatsapp"",
  ""resumen"": ""El denunciante y su tío transfirieron dinero a una cuenta fraudulenta tras ser engañados por mensajes provenientes de un contacto de WhatsApp hackeado."",
  ""montos"": [
    ""$ 920.000"",
    ""$ 5.000.000""
  ],
  ""instituciones"": [
    ""Mercado Pago"",
    ""BNA""
  ]
}"
2388893,MLA,2026-05-06,5,NO_BALANCE,1876635478,156691429776,330000,bank_transfer,cvu,BANCO_DEL_CHUBUT_MLA,NO,NO,,
2388992,MLA,2026-05-06,5,USER_REFUSES_TO_REFUND,761308192,153695541177,18000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2388885,MLA,2026-05-06,5,USER_REFUSES_TO_REFUND,280474019,157817391702,14000000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2388607,MLA,2026-05-06,5,NO_BALANCE,3364980204,155988668407,531198,bank_transfer,cvu,SUPERVIELLE_MLA,NO,NO,,
2389332,MLA,2026-05-06,5,NO_INDICATION_OF_FRAUD,320918188,151762693226,1800000,bank_transfer,cvu,BBVA_MLA,SI,SI,préstamo fraudulento y consumos desconocidos,"{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""préstamo fraudulento y consumos desconocidos"",
  ""resumen"": ""El denunciante reporta la aparición de un préstamo no solicitado y consumos desconocidos en sus tarjetas de crédito al revisar su Home Banking."",
  ""montos"": [
    ""$10.194.000"",
    ""$2.064.084,68"",
    ""$2.817.807,84""
  ],
  ""instituciones"": [
    ""Banco BBVA"",
    ""Mastercard"",
    ""VISA"",
    ""Policía de la Ciudad"",
    ""Ministerio Público de la Nación""
  ]
}"
2388848,MLA,2026-05-06,5,NO_INDICATION_OF_FRAUD,1075323887,157086302869,38000,bank_transfer,cvu,BANCO_DE_LA_PROVINCIA_DE_BUENOS_AIRES_MLA,NO,NO,,
2389075,MLA,2026-05-06,5,NO_INDICATION_OF_FRAUD,640507986,157854132878,257213.78,bank_transfer,cvu,BBVA_MLA,NO,NO,,
2388864,MLA,2026-05-06,5,USER_REFUSES_TO_REFUND,1859791639,149102194072,450000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2389576,MLA,2026-05-06,5,,98074427,157977756582,1050000,bank_transfer,cvu,BANCO_DEL_SOL_MLA,SI,NO,,
2394640,MLA,2026-05-09,5,NO_INDICATION_OF_FRAUD,818050956,158330033884,25000,bank_transfer,cvu,NARANJA_X_MLA,SI,SI,estafa por alquiler de cuenta,"```json
{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""estafa por alquiler de cuenta"",
  ""resumen"": ""El denunciante transfirió dinero para alquilar una cuenta de trabajo en Pedidos Ya, pero luego le bloquearon el acceso y le pidieron más dinero."",
  ""montos"": [
    ""$25.000,00""
  ],
  ""instituciones"": [
    ""Pedidos Ya"",
    ""Mercado Pago"",
    ""Tarjeta Naranja""
  ]
}
```"
2394710,MLA,2026-05-09,5,NO_INDICATION_OF_FRAUD,1129797326,157875911124,33000,bank_transfer,cvu,,NO,NO,,
2394719,MLA,2026-05-09,5,NO_INDICATION_OF_FRAUD,263601102,157915958118,6900,bank_transfer,cvu,SUPERVIELLE_MLA,NO,NO,,
2394721,MLA,2026-05-09,5,NO_INDICATION_OF_FRAUD,263601102,157927267884,19800,bank_transfer,cvu,,NO,NO,,
2394713,MLA,2026-05-09,5,NO_INDICATION_OF_FRAUD,2985075515,157881773556,15000,bank_transfer,cvu,SUPERVIELLE_MLA,NO,NO,,
2394720,MLA,2026-05-09,5,NO_INDICATION_OF_FRAUD,341668764,157151633421,3600,bank_transfer,cvu,SUPERVIELLE_MLA,NO,NO,,
2395794,MLA,2026-05-09,5,NO_INDICATION_OF_FRAUD,3315611641,156928927397,552000,bank_transfer,cvu,BANCOR_MLA,NO,NO,,
2396429,MLA,2026-05-10,5,NO_INDICATION_OF_FRAUD,324636678,158618374254,40000,bank_transfer,cvu,GALICIA_MLA,NO,NO,,
2390811,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,234660888,157245761765,150000,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2390978,MLA,2026-05-07,5,NO_BALANCE,3379167694,157285152345,200000,bank_transfer,cvu,BANCO_DE_CORRIENTES_MLA,SI,NO,,
2391675,MLA,2026-05-07,5,NO_BALANCE,334879574,153737271540,2312988,bank_transfer,cvu,BANCO_SANTA_FE_MLA,NO,NO,,
2390901,MLA,2026-05-07,5,USER_REFUSES_TO_REFUND,715291166,156153421883,162000,bank_transfer,cvu,,SI,NO,,
2390992,MLA,2026-05-07,5,USER_REFUSES_TO_REFUND,322533331,150470142449,480000,bank_transfer,cvu,,SI,NO,,
2391018,MLA,2026-05-07,5,USER_REFUSES_TO_REFUND,570844997,156165933473,200000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2391041,MLA,2026-05-07,5,USER_REFUSES_TO_REFUND,530228173,157950608898,76000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2391056,MLA,2026-05-07,5,USER_REFUSES_TO_REFUND,767602853,154878568432,16400,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2391076,MLA,2026-05-07,5,USER_REFUSES_TO_REFUND,458248690,150343719615,10000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2391982,MLA,2026-05-07,5,INSTITUTION_NOT_SENT_DOCS,2387134623,157281446413,130000,bank_transfer,cvu,,NO,NO,,
2391912,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,447062727,156646396857,292744.96,bank_transfer,cvu,GARPA_MLA,NO,NO,,
2391439,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,190463488,157067786479,100000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2391432,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,57899392,158082841316,40000,bank_transfer,cvu,GALICIA_MLA,SI,NO,,
2392219,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,2151987260,156858021633,14000,bank_transfer,cvu,BANCO_DE_LA_PROVINCIA_DE_BUENOS_AIRES_MLA,NO,NO,,
2392232,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,1153046595,153928804497,100000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,NO,NO,,
2390967,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,222042989,156351248451,230000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2391088,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,1424450175,158002244962,7000,bank_transfer,cvu,GALICIA_MLA,SI,NO,,
2391302,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,1190725679,157710482710,20000,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2391408,MLA,2026-05-07,5,USER_REFUSES_TO_REFUND,760047582,157286277801,3000000,bank_transfer,cvu,GALICIA_MLA,NO,NO,,
2391318,MLA,2026-05-07,5,USER_REFUSES_TO_REFUND,380794840,150877370938,200000,bank_transfer,cvu,,SI,NO,,
2391649,MLA,2026-05-07,5,USER_REFUSES_TO_REFUND,1120322931,157199891907,67000,bank_transfer,cvu,BBVA_MLA,NO,NO,,
2391662,MLA,2026-05-07,5,USER_REFUSES_TO_REFUND,249837944,156898807321,166642,bank_transfer,cvu,BBVA_MLA,NO,NO,,
2390932,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,2576217670,157957361092,219000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2390936,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,1679966853,157196880335,1000000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2390914,MLA,2026-05-07,5,NO_BALANCE,1733789095,157268966113,200000,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2390966,MLA,2026-05-07,5,NO_BALANCE,1954513246,157851846756,300000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2390977,MLA,2026-05-07,5,NO_BALANCE,1753742320,158056544980,99000,bank_transfer,cvu,BANCO_DE_CORRIENTES_MLA,SI,NO,,
2391562,MLA,2026-05-07,5,NO_BALANCE,1063330626,158004292316,4300000,bank_transfer,cvu,BBVA_MLA,NO,NO,,
2390929,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,131850329,158026017616,1300000,bank_transfer,cvu,SANTANDER_MLA,NO,NO,,
2390475,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,131850329,158048997794,5555555,bank_transfer,cvu,,NO,NO,,
2391030,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,3121331902,157370984281,66000,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2391152,MLA,2026-05-07,5,NO_BALANCE,2328262852,156044074668,230000,bank_transfer,cvu,MACRO_MLA,NO,NO,,
2391587,MLA,2026-05-07,5,NO_BALANCE,2152733598,157924678034,220000,bank_transfer,cvu,NARANJA_X_MLA,SI,SI,hurto seguido de estafa,"{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""hurto seguido de estafa"",
  ""resumen"": ""El denunciante sufrió el robo de sus pertenencias, incluyendo su celular y tarjetas, y posteriormente detectó una transferencia fraudulenta desde su cuenta."",
  ""montos"": [
    ""$60.000"",
    ""20.000"",
    ""10.000"",
    ""$220.000""
  ],
  ""instituciones"": [
    ""Poder Judicial de Córdoba"",
    ""Ministerio Público Fiscal"",
    ""Didi"",
    ""Claro"",
    ""Naranja"",
    ""Banco Nación""
  ]
}"
2391097,MLA,2026-05-07,5,,94449429,156203575972,75000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,NO,,
2391429,MLA,2026-05-07,5,,2255924620,156241748495,126000,bank_transfer,cvu,BANCO_DE_LA_NACION_ARG_MLA,SI,SI,vishing,"{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""vishing"",
  ""resumen"": ""El denunciante recibió una llamada fraudulenta en nombre de PAMI para robarle sus datos personales, resultando en una transferencia bancaria no autorizada."",
  ""montos"": [
    ""$126.000""
  ],
  ""instituciones"": [
    ""Poder Judicial de Córdoba"",
    ""PAMI"",
    ""Banco Nación""
  ]
}"
2392036,MLA,2026-05-07,5,,41763455,155870250147,200000,bank_transfer,cvu,GALICIA_MLA,SI,SI,préstamo fraudulento y hurto,"```json
{
  ""es_denuncia_policial"": true,
  ""tipo_fraude"": ""préstamo fraudulento y hurto"",
  ""resumen"": ""La denunciante reporta que su empleada doméstica, que manejaba su teléfono celular y accedía a sus cuentas bancarias y billeteras virtuales, solicitó préstamos a su nombre y sustrajo objetos de valor y dinero en efectivo de su domicilio."",
  ""montos"": [],
  ""instituciones"": [
    ""Banco Provincia de Buenos Aires"",
    ""Banco Galicia"",
    ""cooperativa \""La Plata\""""
  ]
}
```"
2391464,MLA,2026-05-07,5,NO_INDICATION_OF_FRAUD,1915012181,158047007334,50000000,bank_transfer,cvu,BANCO_DE_CORRIENTES_MLA,NO,NO,,
